time	ntp_time	seq_number	A1	A2	A3	A4	A5	A6	A7	AT	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	BT	D1	D2	D3	D4	D5	D6	D7	DT	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E15	ET	TempArmário
1.068	2023-05-16 11:49:04	560.0	140.54	167.24	137.14	144.63	108.77	162.65	77.85	25.91	116.85	121.6	61.83	155.57	150.7	157.65	90.73	149.64	30.34	38.26	109.7	113.88	174.04	106.58	105.4	25.58	72.75	156.27	137.24	10.33	66.6	-75.78	302.43	24.88	90.04	74.65	31.78	164.67	135.13	92.0	99.88	70.83	7.661	-57.2	-23.1	58.05	60.58	109.16	334.07	24.6	1525.2
1.07	2023-05-16 11:49:04	560.0	140.44	167.85	138.15	144.63	108.97	162.55	77.65	26.06	116.13	121.7	61.83	156.58	149.19	158.65	91.53	148.24	29.74	38.36	109.7	113.38	174.43	108.23	105.21	25.65	72.14	155.97	138.55	12.14	68.0	-74.98	302.33	24.98	89.93	74.96	31.78	163.86	134.52	92.6	98.67	71.23	6.865	-57.2	-23.2	56.18	60.29	108.09	334.07	24.68	1525.2
1.072	2023-05-16 11:49:04	560.0	139.72	168.06	137.75	144.73	108.57	163.14	77.36	25.88	116.34	122.11	61.32	155.97	149.99	158.45	91.63	149.44	31.14	37.27	109.4	114.17	173.75	108.53	104.72	25.6	73.37	156.88	138.05	10.53	66.51	-74.59	301.84	24.83	89.93	74.34	29.95	163.86	134.92	92.81	97.87	71.43	8.059	-58.19	-23.99	58.25	60.39	109.65	334.26	24.69	1525.2
1.074	2023-05-16 11:49:04	560.0	139.83	168.77	137.95	145.43	109.26	162.94	76.47	25.91	116.65	120.06	61.42	156.79	149.09	158.86	91.53	149.74	31.33	36.28	109.5	114.17	173.45	107.16	105.4	25.74	72.75	157.8	138.05	9.631	67.4	-74.29	302.53	24.88	90.14	74.34	31.78	164.06	135.53	93.01	97.47	71.03	6.666	-57.0	-23.3	58.05	60.19	109.16	333.1	24.76	1525.2
1.076	2023-05-16 11:49:05	560.0	139.72	167.85	137.55	145.33	109.16	162.35	77.26	25.77	116.24	121.7	62.03	155.57	149.99	159.46	91.13	149.44	30.34	37.07	109.11	113.19	174.73	106.48	106.09	25.57	73.37	156.88	136.84	11.14	67.8	-75.58	302.43	24.78	90.76	74.34	31.38	163.15	134.92	93.61	99.48	71.73	7.661	-57.2	-23.89	58.15	60.58	109.65	333.88	24.65	1525.2
1.078	2023-05-16 11:49:05	560.0	139.83	166.63	137.55	144.22	109.36	162.84	77.45	25.98	116.13	120.98	61.32	156.58	150.7	157.65	90.73	149.44	29.74	38.26	109.3	113.58	174.04	107.75	105.4	25.58	72.14	155.97	137.95	11.54	67.6	-74.59	302.04	24.88	89.93	74.24	30.36	162.44	134.72	92.0	99.08	70.83	7.661	-58.38	-23.1	57.16	59.9	109.85	334.26	24.68	1525.2
1.08	2023-05-16 11:49:05	560.0	139.62	168.06	138.76	143.82	108.67	162.94	78.24	26.07	116.75	122.52	61.93	155.37	149.59	158.65	92.33	148.24	31.14	37.47	108.81	114.07	173.65	107.84	105.79	25.7	73.37	156.68	138.45	11.44	66.8	-74.59	302.83	24.95	90.86	75.26	30.97	162.44	135.23	92.2	98.57	71.33	7.661	-56.6	-22.9	57.16	59.99	108.58	334.07	24.79	1525.2
1.082	2023-05-16 11:49:05	560.0	139.62	168.46	137.55	144.73	109.07	162.55	77.26	25.96	116.44	120.98	61.22	156.79	150.2	158.65	92.53	148.84	30.14	36.97	109.11	114.37	174.73	107.94	105.89	25.64	72.75	158.1	138.05	11.14	67.2	-74.39	302.23	24.87	90.35	74.24	30.56	163.66	133.61	92.81	98.47	71.83	7.362	-56.5	-23.3	58.54	59.9	108.97	334.07	24.73	1525.2
1.084	2023-05-16 11:49:05	560.0	139.42	168.26	138.15	145.43	109.66	162.35	77.65	25.91	116.24	121.7	61.22	157.9	149.09	157.04	91.73	149.44	31.43	37.47	109.4	113.78	174.63	106.77	105.31	25.75	73.47	155.97	138.55	10.33	67.4	-73.99	302.33	24.88	90.65	75.67	31.78	163.55	135.33	92.4	98.17	71.63	7.163	-58.38	-23.5	57.95	61.46	109.16	333.39	24.85	1525.2
1.086	2023-05-16 11:49:05	560.0	140.24	167.65	138.25	144.83	109.36	163.14	77.55	25.81	117.47	121.9	60.71	156.58	149.19	156.84	92.03	147.84	32.33	37.77	109.11	112.79	175.22	107.65	104.04	25.65	72.75	155.97	138.45	10.53	67.1	-74.29	302.83	24.75	90.14	75.26	30.36	162.44	135.13	92.0	98.17	70.83	8.059	-56.6	-23.69	57.36	61.95	109.46	334.26	24.74	1525.2
1.088	2023-05-16 11:49:05	560.0	139.21	168.26	138.66	144.83	108.77	162.74	76.67	25.93	116.24	122.11	61.93	155.97	150.5	157.24	91.53	149.14	31.73	38.06	108.51	114.37	174.53	108.53	105.21	25.68	72.14	156.68	137.95	11.54	68.1	-74.39	302.23	24.85	90.65	75.26	31.17	162.44	135.13	91.8	98.77	71.93	6.865	-57.59	-24.78	57.95	61.17	107.89	333.78	24.7	1525.2
1.09	2023-05-16 11:49:05	560.0	139.72	168.26	137.75	145.23	108.17	161.56	79.03	25.81	117.06	120.37	62.03	154.76	149.29	157.45	92.73	149.14	30.54	36.87	109.7	113.78	174.24	107.16	105.79	25.69	72.75	156.88	137.85	11.74	67.7	-74.69	303.02	24.79	90.55	73.63	31.78	162.24	135.33	92.0	97.67	72.03	7.064	-57.0	-23.5	57.56	61.37	109.85	333.1	24.78	1525.2
1.092	2023-05-16 11:49:05	560.0	139.42	168.26	138.15	143.82	109.07	162.05	77.65	25.93	116.44	121.7	60.81	156.08	150.2	157.24	92.13	149.14	32.03	37.86	109.5	113.78	174.24	107.36	106.09	25.67	72.75	156.68	137.95	10.53	67.2	-74.89	302.63	24.85	90.14	74.55	30.97	163.86	135.13	92.81	98.27	70.83	7.661	-57.2	-24.48	57.56	59.6	108.87	334.07	24.7	1525.2
1.094	2023-05-16 11:49:05	560.0	139.21	168.67	137.55	144.93	108.77	162.84	78.24	25.96	115.93	120.58	61.22	156.18	150.4	158.45	92.93	150.24	31.14	37.27	109.7	113.97	174.04	107.06	106.18	25.59	72.75	157.49	138.05	11.74	66.6	-75.08	303.61	24.79	89.93	74.04	29.85	162.54	135.02	92.4	97.27	70.83	7.661	-57.2	-23.2	57.66	60.19	108.97	332.9	24.61	1525.2
1.096	2023-05-16 11:49:05	560.0	140.65	169.07	137.55	144.73	108.77	163.34	77.26	25.93	117.37	121.09	61.42	156.48	149.19	157.65	90.33	149.74	30.14	37.47	109.3	113.38	173.45	108.33	104.92	25.8	73.37	157.9	137.85	11.14	66.8	-75.38	301.64	24.85	90.14	73.73	31.78	162.84	135.63	92.4	99.08	71.03	6.666	-57.0	-24.29	57.75	60.78	109.85	333.58	24.83	1525.2
1.098	2023-05-16 11:49:05	560.0	139.21	168.06	138.25	144.83	109.26	163.54	77.65	26.01	116.24	121.5	61.42	156.79	150.1	157.75	92.53	149.14	30.14	37.47	108.51	113.97	174.24	107.16	105.79	25.7	73.47	156.98	137.95	10.93	67.8	-73.89	302.43	24.93	90.04	74.34	31.99	164.27	135.33	92.4	98.07	70.13	7.661	-56.6	-23.69	57.95	62.15	109.16	332.71	24.73	1525.2
1.1	2023-05-16 11:49:05	560.0	139.62	168.87	138.76	145.43	109.16	162.15	77.65	25.92	116.65	122.01	61.42	155.57	149.99	157.14	91.93	149.44	30.94	37.86	109.3	114.17	174.04	107.94	104.04	25.8	72.14	158.2	137.85	10.53	67.2	-75.38	301.74	24.84	90.14	76.08	30.77	164.37	134.92	92.4	98.87	71.63	6.666	-56.6	-24.29	58.15	60.97	109.95	334.46	24.83	1525.2
1.102	2023-05-16 11:49:05	560.0	138.39	168.06	138.76	144.83	108.77	162.55	76.76	25.91	116.13	121.6	61.42	156.18	149.39	158.65	91.03	149.14	30.34	37.67	108.51	114.56	173.45	107.94	105.6	25.8	72.75	157.19	137.85	10.53	67.4	-74.59	301.84	24.9	90.55	74.04	31.28	164.27	133.91	93.41	99.38	71.33	6.865	-57.59	-24.78	57.56	60.78	108.87	333.88	24.83	1525.2
1.104	2023-05-16 11:49:05	560.0	140.24	168.36	137.35	145.23	107.77	163.14	77.85	25.98	116.65	120.68	61.42	156.89	149.89	157.75	91.03	148.84	30.14	38.86	109.7	113.78	174.04	107.36	105.4	25.87	72.14	157.08	136.74	11.54	67.7	-75.38	303.42	24.88	90.76	75.67	30.97	164.67	135.43	93.01	99.68	71.43	6.666	-57.2	-22.41	57.75	61.76	109.07	333.49	24.96	1525.2
1.106	2023-05-16 11:49:05	610.0	139.42	168.87	138.25	144.22	109.16	162.94	76.67	25.8	116.65	120.98	61.32	157.19	150.1	158.25	92.73	148.84	30.34	37.96	108.51	114.56	174.43	107.94	104.82	25.65	72.75	157.9	137.85	10.53	69.2	-73.6	302.53	24.68	90.14	73.63	30.56	162.84	134.72	92.0	98.67	71.83	6.666	-57.99	-24.29	57.66	61.76	110.43	334.36	24.75	1525.2
1.108	2023-05-16 11:49:05	610.0	139.42	168.67	138.15	144.73	108.17	162.55	77.26	25.91	116.24	120.68	61.32	157.9	150.4	158.25	92.93	149.14	31.43	38.06	109.3	114.17	174.73	106.87	105.79	25.55	72.75	156.88	138.45	11.74	67.2	-74.79	302.53	24.7	90.04	74.34	30.97	163.45	135.93	92.6	98.17	72.03	7.462	-56.6	-23.69	58.34	61.17	109.26	332.51	24.64	1525.2
1.11	2023-05-16 11:49:05	610.0	140.24	168.06	138.15	145.43	108.77	162.05	77.75	25.86	116.65	120.88	60.6	156.18	149.89	157.85	91.13	149.74	32.43	37.67	109.5	113.97	174.04	106.18	105.02	25.58	72.04	156.27	139.16	10.93	66.8	-75.18	302.33	24.82	90.76	74.04	30.46	162.84	134.62	92.2	99.68	71.03	6.566	-57.59	-22.31	56.77	60.19	108.29	334.26	24.65	1525.2
1.112	2023-05-16 11:49:05	610.0	140.13	168.46	138.76	144.43	109.86	162.65	76.86	25.91	116.65	119.96	60.81	156.58	149.49	157.45	91.13	149.14	32.43	37.47	109.3	112.89	174.43	108.53	106.38	25.68	73.37	157.29	139.16	10.93	66.21	-74.19	302.33	24.8	90.76	72.71	30.97	164.06	134.82	90.99	97.47	72.03	7.263	-57.2	-23.5	57.46	60.97	108.68	332.12	24.7	1525.2
1.114	2023-05-16 11:49:05	610.0	139.01	168.26	137.75	145.43	109.36	162.94	78.24	26.01	117.26	121.7	61.01	155.37	148.88	158.05	92.33	149.44	30.04	37.47	108.91	113.97	175.31	107.16	104.92	25.65	72.14	157.19	138.05	11.14	67.0	-74.79	301.84	24.85	89.63	75.06	31.99	163.25	134.72	92.81	99.48	71.93	7.661	-57.2	-23.69	57.95	60.58	109.07	333.58	24.75	1525.2
1.116	2023-05-16 11:49:05	610.0	139.52	169.07	137.75	144.53	109.16	163.14	77.26	25.93	116.65	120.68	60.6	156.79	150.5	157.24	91.93	148.84	30.94	37.47	109.5	114.17	173.75	107.55	104.92	25.75	73.37	157.08	137.95	10.53	67.1	-74.19	302.83	24.83	90.76	74.34	30.97	163.76	135.33	91.8	98.77	71.43	6.666	-57.59	-24.09	58.05	59.99	109.46	334.07	24.76	1525.2
1.118	2023-05-16 11:49:05	610.0	139.62	168.46	138.76	145.13	108.17	162.55	77.55	25.91	116.96	120.88	62.03	156.79	150.2	158.25	91.73	148.24	30.34	37.47	107.92	114.17	174.24	106.38	104.92	25.78	73.98	157.49	137.95	11.44	67.0	-73.8	301.94	24.88	90.45	74.04	31.99	163.66	135.53	92.4	98.67	71.43	7.76	-56.6	-24.88	58.25	61.56	109.55	333.68	24.8	1525.2
1.12	2023-05-16 11:49:05	610.0	139.83	169.18	137.95	145.03	108.37	161.66	77.06	25.96	116.44	122.01	60.71	156.08	149.39	158.65	92.53	149.04	30.94	38.06	109.11	114.96	173.84	107.45	105.31	25.78	72.75	157.19	137.95	11.74	68.3	-74.19	303.22	24.87	91.06	74.04	30.36	163.55	134.52	94.11	97.47	70.83	7.959	-56.5	-23.99	58.15	59.99	109.46	333.68	24.8	1525.2
1.122	2023-05-16 11:49:05	610.0	140.03	168.06	138.15	143.82	109.16	162.74	78.04	25.93	117.47	121.39	61.93	155.57	148.88	157.24	90.93	149.04	31.14	38.46	109.11	113.58	173.75	107.06	105.11	25.67	73.37	156.47	138.45	10.53	67.4	-74.59	302.23	24.89	91.17	74.96	31.78	162.24	135.53	92.2	98.47	71.63	7.163	-57.2	-23.3	57.95	60.68	108.97	334.07	24.69	1525.2
1.124	2023-05-16 11:49:05	610.0	139.72	167.75	138.96	145.93	109.26	162.55	78.63	25.8	117.26	119.96	61.22	156.58	149.69	158.45	91.33	149.44	30.74	37.77	109.7	113.88	174.63	106.58	106.09	25.65	73.98	157.08	138.55	11.14	67.6	-75.18	302.63	24.83	90.35	73.42	30.97	163.35	134.12	93.01	98.47	70.23	6.865	-57.0	-23.5	57.56	60.78	108.48	333.88	24.68	1525.2
1.126	2023-05-16 11:49:05	610.0	138.6	168.46	137.75	145.23	109.56	163.54	77.45	25.86	115.83	122.11	60.81	156.79	149.09	158.45	93.13	149.14	31.73	38.06	108.32	113.97	174.04	106.77	105.02	25.69	72.85	157.49	137.95	11.14	67.6	-74.39	303.51	24.75	89.73	74.34	31.17	163.55	135.33	92.7	97.37	71.23	7.86	-56.2	-25.08	57.16	60.97	109.16	334.26	24.78	1525.2
1.128	2023-05-16 11:49:05	610.0	140.03	168.26	137.55	144.63	109.76	162.55	77.65	25.98	116.65	120.58	61.32	157.29	150.7	158.45	91.23	148.84	30.94	37.86	109.4	114.56	174.53	106.87	104.92	25.75	72.14	157.19	138.65	10.93	67.2	-74.98	302.73	24.88	89.42	74.04	31.17	163.25	135.13	94.01	98.97	71.03	6.964	-57.39	-23.5	58.44	60.19	109.65	334.07	24.76	1525.2
1.13	2023-05-16 11:49:05	610.0	138.6	167.65	138.25	144.43	109.96	162.94	76.47	25.95	116.44	120.58	60.71	156.79	149.89	156.84	92.53	148.84	31.43	38.36	109.11	113.97	174.24	108.14	105.21	25.83	73.37	156.27	138.05	11.44	67.6	-75.68	302.83	24.83	89.63	74.65	32.19	163.25	134.12	91.6	98.07	71.43	7.263	-57.0	-23.79	57.56	60.97	107.89	333.29	24.91	1525.2
1.132	2023-05-16 11:49:05	610.0	139.42	167.85	137.45	145.83	108.97	161.95	76.86	25.96	117.47	121.19	61.93	155.97	149.49	157.85	91.83	149.64	30.54	38.26	108.42	114.96	173.84	108.14	105.21	25.68	72.75	156.68	137.44	10.93	67.2	-75.18	302.23	24.87	90.55	75.26	31.48	163.86	134.72	93.01	98.87	70.43	6.865	-57.99	-23.89	58.44	59.8	108.48	333.39	24.76	1525.2
1.134	2023-05-16 11:49:05	610.0	139.62	168.67	139.16	145.03	109.26	162.84	76.47	25.96	116.75	122.72	61.22	156.18	150.7	158.25	91.53	149.34	31.33	37.07	109.11	114.37	173.26	107.94	105.21	25.67	72.75	156.88	138.96	10.33	67.4	-74.79	302.73	24.87	90.45	75.67	30.77	163.15	135.93	92.4	98.67	71.43	7.064	-58.38	-24.29	57.66	59.99	108.68	333.68	24.75	1525.2
1.136	2023-05-16 11:49:05	610.0	140.03	167.85	138.15	144.83	109.16	162.15	77.95	25.86	116.65	121.5	60.2	156.58	149.69	157.75	90.73	150.94	30.74	37.67	109.4	113.58	174.04	108.53	105.02	25.73	73.37	156.58	138.45	10.93	66.8	-75.38	302.73	24.85	90.14	74.65	30.77	162.03	135.33	93.01	100.08	71.03	6.666	-57.39	-23.99	56.47	60.39	108.68	334.07	24.74	1525.2
1.138	2023-05-16 11:49:05	610.0	139.83	167.24	138.56	146.13	109.56	162.74	78.24	25.91	117.26	120.06	61.83	156.68	148.98	158.86	91.23	149.64	30.54	37.86	108.51	113.19	173.65	107.75	104.43	25.65	72.04	155.25	139.06	12.14	68.0	-73.99	302.53	24.88	90.24	73.63	30.15	164.06	133.91	93.61	99.68	71.33	7.362	-56.8	-24.29	58.25	60.48	109.46	334.26	24.75	1525.2
1.14	2023-05-16 11:49:05	610.0	140.03	168.46	137.75	145.03	108.77	162.45	77.45	25.98	115.93	121.09	61.42	156.58	150.5	157.45	92.03	150.04	30.74	38.06	107.72	114.66	173.84	106.48	105.79	25.65	73.37	156.88	138.45	10.93	68.8	-74.98	301.94	24.88	89.83	73.73	32.09	163.76	135.33	93.21	98.37	71.13	7.362	-57.39	-25.08	57.36	60.97	108.87	333.88	24.75	1525.2
1.142	2023-05-16 11:49:05	610.0	139.62	168.06	137.75	144.93	108.77	162.55	77.06	25.97	116.65	122.31	61.42	155.97	149.69	158.05	92.03	149.44	31.73	37.67	108.51	113.29	174.43	109.01	105.99	25.65	73.37	156.27	137.85	10.53	67.1	-74.79	302.63	24.9	90.86	75.06	30.05	163.15	134.12	93.41	98.67	70.83	7.561	-57.59	-24.29	57.66	60.19	109.07	334.46	24.68	1525.2
1.144	2023-05-16 11:49:05	610.0	139.62	168.06	137.95	144.22	108.67	162.35	76.86	25.92	116.96	121.6	60.2	156.79	150.1	158.45	92.33	148.44	30.74	37.07	109.11	113.68	174.24	108.72	105.79	25.73	73.47	156.98	137.95	11.14	67.4	-74.19	302.83	24.84	90.45	74.04	30.97	164.67	134.12	93.01	98.17	71.83	7.064	-56.8	-23.89	58.44	60.78	109.07	333.19	24.75	1525.2
1.146	2023-05-16 11:49:05	610.0	139.42	166.84	138.76	145.23	108.67	162.45	78.24	25.81	115.72	122.21	62.03	156.58	150.2	156.64	91.53	150.04	31.73	38.26	109.11	113.09	175.02	106.77	105.6	25.7	73.37	156.27	138.45	9.932	67.4	-75.97	301.64	24.68	90.55	74.65	31.17	163.25	134.22	93.01	98.37	71.43	7.064	-57.99	-24.29	57.56	61.76	108.87	333.78	24.8	1525.2
1.148	2023-05-16 11:49:05	610.0	140.03	169.18	137.75	145.03	109.16	162.35	77.26	25.93	116.13	121.29	60.81	156.58	149.69	157.24	92.03	149.14	31.14	38.46	108.51	114.17	174.43	106.48	104.24	25.68	73.37	156.27	137.85	10.93	67.0	-73.99	302.73	24.88	90.55	74.85	30.66	164.27	135.33	92.81	98.47	70.83	7.76	-56.6	-23.69	57.56	60.39	108.68	334.85	24.76	1525.2
1.15	2023-05-16 11:49:05	610.0	139.42	167.75	138.66	145.43	109.56	161.95	78.04	25.88	115.83	120.58	60.81	156.79	149.79	157.85	91.83	150.04	30.54	37.17	109.5	113.58	174.63	107.94	105.79	25.73	73.37	156.88	138.45	11.14	67.4	-75.78	302.92	24.75	89.42	74.04	31.17	164.06	135.53	92.2	98.07	71.63	7.163	-57.79	-23.69	57.56	59.6	108.48	332.51	24.75	1525.2
1.152	2023-05-16 11:49:05	610.0	139.62	168.26	138.86	143.62	107.77	162.94	77.26	25.91	115.93	120.27	61.83	156.68	149.99	157.45	92.33	148.54	30.54	38.06	108.61	113.88	174.04	107.16	105.99	25.58	73.37	157.19	138.45	10.93	68.2	-74.98	302.63	24.8	90.86	74.04	30.97	163.86	134.52	92.81	98.07	72.03	7.163	-57.0	-23.99	57.75	61.76	109.65	332.81	24.68	1525.2
1.154	2023-05-16 11:49:05	610.0	139.62	168.26	137.14	144.43	108.77	162.94	78.54	25.96	116.75	121.9	60.81	156.18	149.49	158.05	91.33	150.04	31.53	36.58	109.7	114.37	174.04	107.36	104.82	25.64	73.47	158.51	138.45	12.04	67.4	-74.89	302.83	24.9	89.83	74.65	30.77	163.45	135.33	93.81	99.28	71.43	7.263	-58.19	-23.1	56.97	59.99	109.85	333.0	24.73	1525.2
1.156	2023-05-16 11:49:05	610.0	139.21	169.07	136.84	144.83	109.76	162.45	77.36	25.95	116.13	121.29	61.32	156.08	149.39	157.75	92.73	149.64	32.13	37.67	110.0	114.17	174.24	108.53	105.6	25.53	72.75	157.49	137.95	11.14	68.0	-75.58	302.33	24.85	89.93	74.65	30.66	162.84	135.13	92.6	98.47	71.23	7.661	-57.79	-23.5	57.56	62.15	109.07	333.58	24.61	1525.2
1.158	2023-05-16 11:49:05	610.0	139.42	168.06	138.56	145.83	108.77	162.45	77.65	25.86	116.44	120.88	61.42	155.97	149.59	158.45	92.53	149.64	30.94	37.27	108.51	113.97	173.84	106.18	105.21	25.68	72.75	156.27	138.45	10.93	66.6	-74.98	302.04	24.68	90.24	74.04	29.14	163.35	134.62	93.71	99.28	71.13	7.462	-57.59	-23.1	57.46	61.17	108.68	333.97	24.7	1525.2
1.16	2023-05-16 11:49:05	610.0	139.72	168.67	138.56	143.82	109.16	163.14	77.85	26.06	116.24	121.6	60.81	157.8	148.88	158.05	92.73	149.44	29.74	38.06	109.11	113.97	174.24	107.36	104.43	25.58	72.75	157.29	138.45	10.53	67.8	-74.39	302.73	24.9	90.45	74.04	31.28	163.96	134.72	92.6	98.17	71.03	6.666	-57.99	-24.29	58.05	60.68	108.48	334.65	24.6	1525.2
1.162	2023-05-16 11:49:05	610.0	139.62	168.06	138.36	145.63	109.66	162.25	77.85	25.98	117.57	121.6	61.42	156.68	150.4	157.55	91.53	149.14	30.94	37.47	108.61	113.19	174.63	107.55	105.6	25.73	73.37	156.27	138.45	11.54	67.2	-74.39	302.43	24.95	90.04	75.26	30.66	163.25	134.72	92.3	98.07	70.63	7.362	-57.0	-23.99	58.54	60.39	109.16	334.46	24.68	1525.2
1.164	2023-05-16 11:49:05	610.0	139.42	168.06	136.94	143.42	109.16	163.14	78.04	25.86	116.34	121.39	62.44	157.19	148.78	157.85	90.73	150.24	31.24	37.86	109.7	113.97	174.73	107.94	104.43	25.65	72.14	156.68	137.44	10.33	67.0	-74.79	302.14	24.83	90.55	74.96	30.56	164.06	134.52	92.81	98.37	71.63	6.666	-56.6	-23.69	58.05	61.56	108.77	334.46	24.75	1525.2
1.166	2023-05-16 11:49:05	610.0	140.24	167.45	138.15	144.02	108.57	162.55	77.26	25.93	116.03	121.29	62.03	156.08	150.4	158.65	91.73	148.44	31.43	37.96	109.11	112.79	174.04	108.72	106.38	25.65	73.37	155.46	139.06	11.74	66.8	-74.59	301.64	24.89	90.45	74.24	30.77	163.25	134.72	93.21	98.27	71.03	7.561	-57.59	-23.69	57.36	62.35	109.26	332.9	24.75	1525.2
1.168	2023-05-16 11:49:05	610.0	139.21	167.24	138.66	145.33	108.17	162.84	77.06	26.0	117.06	121.7	60.6	156.58	150.1	158.86	91.33	148.84	30.94	38.06	109.11	115.25	175.22	107.75	106.38	25.68	72.14	157.19	139.06	11.14	67.4	-74.89	302.63	24.84	91.06	74.24	31.28	162.84	135.33	93.81	100.08	71.33	7.661	-55.91	-24.78	57.66	59.7	109.65	333.49	24.78	1525.2
1.17	2023-05-16 11:49:05	610.0	138.6	167.04	138.25	144.12	109.16	163.14	77.06	25.86	117.06	120.98	61.83	156.58	149.39	156.64	91.93	149.14	30.34	37.67	109.11	114.56	173.45	107.16	105.79	25.83	73.37	155.36	138.45	10.93	66.7	-75.38	302.83	24.75	91.17	74.24	30.15	163.35	135.02	91.8	97.47	71.33	7.661	-58.19	-22.71	57.95	60.78	109.36	332.12	24.92	1525.2
1.172	2023-05-16 11:49:05	610.0	139.21	167.75	137.75	145.63	108.77	162.45	77.06	25.86	115.72	122.52	60.81	155.57	149.09	157.65	91.73	149.44	31.43	36.87	108.91	114.27	175.02	106.58	104.72	25.81	72.14	156.27	138.55	10.53	66.41	-75.78	301.94	24.75	88.91	75.98	31.48	163.05	135.33	92.0	98.67	70.83	7.064	-56.4	-24.68	57.95	60.09	109.26	334.26	24.78	1525.2
1.174	2023-05-16 11:49:05	610.0	139.42	168.46	137.75	143.82	109.96	163.34	76.96	25.87	117.06	121.19	61.93	155.67	149.09	158.25	92.03	148.84	30.74	37.96	109.3	113.38	174.43	108.33	105.79	25.63	72.14	157.19	138.05	10.93	67.4	-75.58	302.04	24.78	90.35	74.65	30.56	163.76	135.33	93.31	98.37	71.43	7.661	-57.39	-23.69	56.18	59.9	109.46	333.97	24.71	1525.2
1.176	2023-05-16 11:49:05	610.0	140.44	168.46	138.36	144.63	107.77	162.05	77.26	25.81	116.34	120.68	60.81	157.19	149.89	158.65	92.03	149.94	31.43	38.76	109.11	114.17	174.43	107.16	105.02	25.71	73.37	157.49	138.65	10.53	67.4	-75.97	302.73	24.79	90.55	73.63	31.17	164.27	135.43	93.41	99.68	71.03	7.462	-57.79	-23.3	57.46	60.09	108.68	334.07	24.8	1525.2
1.178	2023-05-16 11:49:05	610.0	139.42	168.67	138.76	144.32	108.97	162.74	77.65	25.88	116.65	120.58	61.32	156.08	149.79	157.85	91.73	148.74	30.14	37.86	108.91	114.66	173.84	108.53	105.4	25.59	72.75	157.69	137.85	11.14	67.4	-74.19	302.53	24.83	90.86	74.04	30.46	162.84	134.92	91.8	99.28	71.43	7.661	-57.39	-24.09	57.95	60.19	109.26	334.65	24.68	1525.2
1.18	2023-05-16 11:49:05	610.0	139.62	168.67	138.15	144.32	109.36	162.25	77.85	25.86	116.44	121.19	62.44	156.58	149.99	157.55	91.03	149.64	32.03	37.27	109.11	113.58	174.53	107.75	105.99	25.73	72.75	157.29	137.95	11.14	68.6	-74.59	302.73	24.78	89.63	75.26	30.15	163.86	135.73	92.6	98.47	71.03	7.064	-57.39	-23.1	57.16	61.37	110.24	333.49	24.75	1525.2
1.182	2023-05-16 11:49:05	610.0	139.62	167.65	138.66	144.73	110.36	162.25	77.75	25.81	116.24	122.31	60.2	157.19	148.98	157.45	90.73	149.14	30.74	38.06	108.51	115.15	175.02	108.72	104.43	25.8	72.75	157.59	138.45	10.53	66.21	-74.39	302.23	24.79	90.04	75.06	32.19	164.47	134.62	92.81	99.48	71.43	6.268	-56.8	-24.78	59.13	62.15	109.46	333.88	24.83	1525.2
1.184	2023-05-16 11:49:05	610.0	139.83	167.85	138.25	145.63	108.37	161.75	77.55	25.95	116.34	120.98	61.83	156.58	149.29	157.85	90.83	149.14	30.74	37.47	109.3	113.19	174.24	107.55	105.99	25.7	72.75	156.27	139.06	11.14	67.8	-75.58	302.23	24.83	91.17	74.24	30.56	162.64	134.82	91.8	97.87	70.83	6.865	-57.2	-23.89	58.54	60.19	107.89	333.1	24.73	1525.2
1.186	2023-05-16 11:49:05	610.0	139.83	167.45	137.04	144.43	109.16	161.95	77.95	25.88	116.65	120.58	60.81	155.37	150.4	158.65	91.93	149.64	30.34	38.46	108.91	113.78	174.04	106.87	104.63	25.75	72.75	156.07	138.05	10.53	67.6	-75.38	302.63	24.8	90.86	74.04	31.58	164.16	134.12	93.41	99.08	71.03	7.263	-57.2	-25.27	57.36	59.99	108.48	334.07	24.85	1525.2
1.188	2023-05-16 11:49:05	610.0	139.21	168.16	138.56	145.23	108.17	162.74	77.26	25.93	116.44	122.11	62.03	157.19	148.88	157.04	91.13	148.24	31.53	37.67	108.71	113.38	173.65	106.58	105.6	25.58	72.75	157.29	138.65	10.53	67.6	-73.8	302.63	24.82	91.06	75.06	31.58	163.45	135.33	91.4	99.38	70.83	7.462	-56.7	-24.29	57.95	61.07	109.07	333.97	24.6	1525.2
1.19	2023-05-16 11:49:05	610.0	139.83	168.46	137.75	144.32	109.46	161.56	77.06	25.8	116.24	120.68	60.71	156.58	149.39	157.45	90.83	150.64	30.34	37.67	108.91	114.56	174.04	107.94	104.72	25.65	72.75	156.58	137.85	10.93	67.8	-74.19	301.15	24.75	90.45	74.34	31.38	164.16	134.42	92.81	98.77	71.43	6.666	-56.4	-24.68	57.66	60.09	108.68	334.07	24.75	1525.2
