Time  1 - default sample rate [s]	FS22DI_1_NTP_TIME [s]	FS22DI_1_DIAG_SEQ_NUMBER []	A1 [nm]	A2 [nm]	A3 [nm]	A4 [nm]	A5 [nm]	A6 [nm]	A7 [nm]	AT [°C]	B1 [nm]	B2 [nm]	B3 [nm]	B4 [nm]	B5 [nm]	B6 [nm]	B7 [nm]	B8 [nm]	B9 [nm]	B10 [nm]	B11 [nm]	B12 [nm]	B13 [nm]	B14 [nm]	B15 [nm]	BT [°C]	D1 [nm]	D2 [nm]	D3 [nm]	D4 [nm]	D5 [nm]	D6 [nm]	D7 [nm]	DT [°C]	E1 [nm]	E2 [nm]	E3 [nm]	E4 [nm]	E5 [nm]	E6 [nm]	E7 [nm]	E8 [nm]	E9 [nm]	E10 [nm]	E11 [nm]	E12 [nm]	E13 [nm]	E14 [nm]	E15 [nm]	ET [°C]	TempArmário [nm]
2,350	1684237746	1210,0	139,31	167,45	138,25	145,03	107,77	162,74	77,65	25,88	116,24	120,58	61,93	157,19	149,39	157,24	91,73	149,64	30,74	37,27	108,12	113,88	174,24	107,55	104,14	25,74	72,75	156,07	137,85	11,14	67,80	-74,79	302,83	24,80	89,63	74,65	31,38	163,25	135,13	92,81	98,97	70,43	7,263	-57,20	-24,29	57,36	61,66	108,68	334,65	24,69	1525,2	
2,352	1684237746	1210,0	139,83	168,06	138,15	145,03	108,97	161,46	76,67	25,95	116,96	121,50	60,81	155,97	149,69	157,85	92,93	150,24	31,14	37,96	109,11	113,58	174,24	106,77	104,43	25,68	72,04	157,29	137,85	10,53	68,30	-74,49	302,04	24,83	90,45	74,04	31,17	162,24	135,33	92,81	98,27	71,03	7,064	-57,39	-23,99	58,54	59,60	108,29	334,65	24,70	1525,2	
2,354	1684237746	1210,0	140,13	167,65	138,15	145,03	108,77	162,05	78,83	25,96	116,65	120,06	60,10	155,47	149,29	157,85	91,63	148,44	30,14	37,86	109,90	113,78	174,82	107,75	105,60	25,80	72,75	156,68	138,65	11,54	67,40	-74,98	302,73	24,87	90,14	73,63	29,75	162,64	134,82	93,41	98,97	70,83	7,263	-57,39	-23,10	57,16	60,09	109,16	333,10	24,90	1525,2	
2,356	1684237746	1210,0	139,62	168,36	138,96	145,03	110,16	162,55	76,96	25,93	115,52	121,29	61,42	156,79	148,88	157,65	90,03	149,24	30,74	37,07	109,70	113,68	174,82	106,18	104,43	25,73	73,37	157,08	138,65	9,631	67,40	-74,98	303,02	24,82	89,93	74,85	31,99	163,25	135,93	92,40	99,58	71,63	7,064	-58,19	-23,10	58,34	61,46	108,68	333,97	24,75	1525,2	
2,358	1684237746	1210,0	140,03	168,26	137,75	145,23	108,57	163,14	78,04	25,86	116,85	120,68	61,32	156,18	148,78	158,05	92,33	149,64	29,94	36,97	109,50	113,97	174,24	107,75	106,57	25,73	72,04	157,59	137,95	11,14	67,80	-74,39	302,63	24,78	89,93	73,63	31,68	162,24	133,91	93,21	98,97	70,43	7,661	-57,00	-23,69	58,15	59,90	109,85	333,19	24,75	1525,2	
2,360	1684237746	1210,0	140,34	168,06	137,75	144,43	109,66	162,94	78,04	25,96	115,93	121,60	61,32	156,79	149,49	158,45	92,13	149,04	32,33	37,67	109,50	112,79	174,24	106,58	105,99	25,70	72,85	157,80	138,05	11,14	67,40	-75,18	302,04	24,87	90,86	73,42	30,36	163,86	134,72	92,40	99,38	71,03	6,666	-57,79	-24,09	57,16	61,17	108,48	334,26	24,80	1525,2	
2,362	1684237746	1210,0	139,42	167,24	138,15	145,83	109,16	162,25	76,57	26,01	116,65	120,68	61,93	155,37	149,29	157,65	90,93	150,04	30,94	37,67	108,81	114,17	174,63	107,16	104,43	25,58	73,37	156,58	138,45	11,84	66,41	-76,17	302,53	24,83	90,14	73,63	31,38	163,05	134,62	92,40	98,87	71,03	7,064	-57,00	-24,58	58,15	61,27	110,24	335,04	24,73	1525,2	
2,364	1684237746	1210,0	139,62	167,35	137,35	145,03	109,16	162,94	76,67	25,91	116,85	120,78	60,81	157,19	149,79	157,24	92,33	149,94	32,03	37,27	108,51	114,96	173,75	108,53	105,31	25,75	73,37	155,76	137,85	10,93	67,20	-74,79	302,73	24,80	90,65	73,93	30,15	163,45	135,63	92,20	98,67	71,23	6,865	-57,59	-24,48	58,15	60,97	108,19	333,97	24,78	1525,2	
2,366	1684237746	1210,0	139,62	168,46	137,55	144,73	109,07	161,95	77,26	25,95	115,62	121,29	61,42	156,58	149,49	158,86	91,73	148,84	31,14	37,07	109,70	113,58	173,65	107,16	105,40	25,68	72,04	157,90	137,95	9,932	66,60	-75,58	301,94	24,78	90,45	74,85	30,97	162,24	134,72	93,31	99,28	70,63	7,163	-57,39	-23,10	57,95	60,39	108,48	332,71	24,70	1525,2	
2,368	1684237746	1210,0	139,83	167,75	138,15	143,92	109,56	162,45	77,65	25,88	115,83	120,88	61,42	157,19	148,78	157,24	91,93	149,14	31,14	37,86	109,30	114,37	174,43	107,84	105,11	25,70	72,75	155,66	138,45	11,14	67,80	-75,38	303,61	24,75	90,14	73,32	31,28	163,55	133,71	92,81	97,97	71,43	7,362	-57,79	-24,29	57,75	60,97	109,16	333,29	24,78	1525,2	
2,370	1684237746	1210,0	139,83	167,65	138,36	145,63	109,96	162,35	78,54	26,03	115,72	120,88	61,83	156,58	149,09	158,86	90,83	149,64	31,14	37,86	109,30	113,58	174,53	109,11	105,40	25,75	72,14	156,88	138,55	10,53	66,60	-75,38	302,83	24,87	89,63	74,65	31,78	162,84	134,32	93,01	98,07	71,43	6,865	-56,20	-24,29	57,06	60,68	110,04	334,46	24,92	1525,2	
2,372	1684237746	1210,0	140,24	168,87	138,76	145,63	109,46	162,65	78,04	25,83	117,57	121,19	61,42	156,18	149,99	157,24	90,93	148,54	30,54	37,47	109,70	113,38	174,24	107,16	104,63	25,60	72,14	157,59	138,65	10,53	68,60	-74,69	302,73	24,77	91,37	73,93	30,46	163,55	135,83	91,80	98,47	70,63	6,865	-56,60	-23,30	57,95	59,60	108,68	333,49	24,70	1525,2	
2,374	1684237746	1210,0	139,62	167,65	138,15	143,52	109,16	161,85	79,23	26,09	117,06	120,98	61,42	155,47	149,49	157,65	92,03	148,24	30,14	37,47	109,50	113,38	173,65	108,72	104,92	25,64	73,47	157,19	138,65	11,14	66,80	-74,19	302,53	25,00	90,35	74,65	31,68	162,84	134,72	92,40	98,47	70,83	8,059	-57,00	-23,69	56,57	60,39	109,16	334,65	24,66	1525,2	
2,376	1684237746	1210,0	140,24	167,24	137,55	144,32	108,67	162,35	78,44	25,91	117,06	121,29	61,32	156,08	149,29	158,65	91,53	149,04	32,13	37,86	108,51	112,99	173,65	106,97	104,24	25,63	72,75	156,88	137,34	11,14	68,20	-74,79	302,92	24,80	90,24	74,04	30,56	162,84	134,82	92,60	98,17	70,83	7,064	-57,20	-24,29	56,77	59,80	109,07	334,07	24,73	1525,2	
2,378	1684237746	1210,0	139,62	167,85	138,76	144,32	109,56	162,65	77,36	26,02	117,16	122,01	62,03	156,08	150,20	158,05	92,53	149,44	31,14	37,07	108,61	114,07	173,84	109,11	105,40	25,75	73,37	157,49	137,95	12,34	67,00	-73,60	303,61	24,95	90,14	75,67	32,80	163,86	135,53	93,41	98,97	71,43	7,263	-56,80	-23,99	57,75	61,56	109,16	333,49	24,78	1525,2	
2,380	1684237746	1210,0	139,83	168,67	139,06	145,03	109,56	163,14	78,83	25,96	116,44	120,58	61,22	156,58	150,70	158,25	91,83	149,74	31,83	37,86	110,19	113,19	174,53	107,36	105,40	25,74	72,75	157,29	139,06	10,53	66,80	-74,49	303,22	24,87	90,14	74,04	30,36	164,67	135,13	93,01	98,67	72,03	6,467	-57,79	-23,30	57,16	59,80	108,48	333,10	24,75	1525,2	
2,382	1684237746	1210,0	139,42	167,85	137,75	145,43	108,77	162,94	77,65	25,85	115,83	121,50	60,81	156,08	149,19	158,25	92,03	148,44	31,43	38,06	109,30	114,17	174,82	107,16	105,11	25,81	72,04	157,29	137,85	10,33	67,60	-74,09	302,73	24,78	90,14	74,34	31,99	163,45	135,13	93,61	98,47	71,03	7,064	-55,91	-23,30	57,46	60,29	107,50	334,65	24,84	1525,2	
2,384	1684237746	1210,0	139,72	168,87	138,15	145,63	108,37	162,94	78,83	26,01	116,75	121,29	61,32	156,79	149,79	158,15	91,53	148,44	30,54	37,47	109,70	114,47	173,45	107,36	106,57	25,73	73,47	156,68	137,85	10,93	67,70	-74,59	303,22	24,93	91,47	74,04	30,56	163,86	135,02	92,81	99,98	70,73	6,467	-57,00	-23,89	57,06	61,46	109,26	333,39	24,81	1525,2	
2,386	1684237746	1210,0	140,03	167,55	138,15	144,63	108,77	163,34	77,85	25,92	116,65	120,58	62,54	155,97	149,49	158,65	91,33	149,44	29,54	37,07	109,70	113,38	174,73	105,99	105,60	25,70	72,75	156,68	138,45	11,74	68,60	-74,39	303,61	24,84	89,32	74,65	30,77	162,84	134,72	93,21	98,47	70,83	7,462	-56,80	-23,00	56,77	60,78	109,46	333,78	24,73	1525,2	
2,388	1684237746	1210,0	139,52	167,85	138,76	145,03	109,76	161,16	76,96	25,97	116,85	120,27	61,32	155,67	149,09	157,65	91,13	149,14	31,14	37,86	108,61	114,66	173,84	107,94	106,47	25,75	73,37	156,58	137,95	9,932	67,20	-73,60	303,02	24,90	89,93	74,04	30,77	162,74	134,12	92,00	98,37	70,33	7,661	-57,59	-23,99	57,75	61,07	108,68	332,51	24,78	1525,2	
2,390	1684237746	1210,0	139,42	168,06	139,16	144,73	109,26	162,94	77,65	25,88	116,75	120,58	62,03	155,97	149,39	156,84	91,83	148,44	31,14	37,47	108,91	113,48	175,02	107,16	105,02	25,58	72,75	156,88	138,86	11,44	66,60	-74,79	303,22	24,83	90,86	74,65	31,17	163,66	135,73	91,60	98,37	71,63	7,760	-57,79	-23,50	56,97	61,37	109,07	333,68	24,60	1525,2	
2,392	1684237746	1210,0	139,83	167,55	137,95	145,43	109,76	162,45	77,95	25,93	116,13	120,78	60,81	156,58	149,59	158,45	91,73	149,44	30,84	37,86	109,90	114,66	174,82	106,38	104,04	25,68	72,75	157,29	138,45	10,93	67,40	-74,89	303,32	24,89	89,93	73,22	31,58	162,95	133,91	93,01	99,08	71,43	7,064	-56,60	-24,29	58,05	59,90	109,07	333,68	24,70	1525,2	
2,394	1684237746	1210,0	139,42	168,46	137,75	145,93	108,37	162,94	76,57	26,05	117,06	120,88	60,81	156,08	149,29	158,45	91,33	149,44	30,54	37,47	109,50	114,17	174,04	108,23	105,21	25,75	73,37	157,19	138,55	12,14	68,90	-74,49	302,83	24,95	90,24	73,73	30,66	162,84	135,33	92,70	99,28	70,83	7,064	-56,10	-22,61	58,15	60,78	109,26	334,26	24,78	1525,2	
2,396	1684237746	1210,0	139,21	168,46	138,15	144,12	108,97	162,45	77,55	25,87	116,34	122,52	60,60	156,79	150,10	158,25	91,73	150,04	29,74	37,47	108,51	114,56	174,53	108,23	106,18	25,70	72,14	157,19	138,45	10,93	68,20	-75,58	304,01	24,78	89,93	75,06	30,46	163,66	134,72	92,60	99,08	71,03	6,666	-56,80	-24,78	58,15	60,39	108,68	334,26	24,80	1525,2	
2,398	1684237746	1210,0	139,01	167,45	138,15	145,43	109,56	163,14	78,54	25,90	116,24	121,90	60,81	155,57	148,88	157,04	92,13	148,54	31,73	38,06	109,30	114,17	174,43	107,36	105,40	25,70	72,75	156,68	137,85	10,93	67,00	-74,59	302,83	24,84	90,04	75,26	31,48	162,24	135,33	92,10	98,37	71,83	7,860	-56,80	-23,10	57,75	60,58	110,24	333,10	24,79	1525,2	
2,400	1684237746	1210,0	139,42	167,96	138,76	145,83	109,26	162,35	78,04	25,81	117,16	122,93	61,22	156,08	149,29	157,65	90,73	148,84	30,14	37,47	109,30	113,97	173,45	107,75	106,57	25,78	73,47	156,88	138,45	11,14	67,40	-74,59	303,22	24,75	90,55	75,26	31,58	162,54	133,41	93,01	99,38	71,43	6,467	-57,39	-23,69	57,16	59,60	109,55	334,26	24,80	1525,2	
2,402	1684237746	1210,0	139,62	168,87	138,15	144,63	108,17	162,74	78,24	25,81	116,24	121,29	60,20	155,97	149,89	157,65	90,93	149,44	30,14	37,96	109,11	114,17	174,24	107,36	105,79	25,68	73,37	157,59	137,85	11,44	68,00	-74,39	302,53	24,69	90,04	74,24	30,77	163,66	134,12	91,40	99,28	70,63	8,059	-56,90	-23,69	57,85	60,58	108,48	334,07	24,70	1525,2	
2,404	1684237746	1210,0	139,62	168,06	138,15	144,32	109,76	162,84	77,85	25,92	117,06	122,01	62,03	156,58	148,88	158,05	91,73	149,44	30,94	37,47	109,30	114,17	174,82	107,36	105,21	25,65	73,37	157,39	137,85	10,93	67,60	-74,79	302,83	24,90	90,24	74,96	31,48	164,57	135,33	93,81	98,17	71,23	7,163	-57,39	-22,71	57,95	60,78	108,87	334,26	24,75	1525,2	
2,406	1684237746	1210,0	140,24	167,65	139,06	144,53	109,46	163,34	77,26	26,06	116,96	122,11	60,71	155,97	150,20	157,95	92,63	149,14	30,34	36,28	109,70	112,40	174,24	108,23	106,57	25,58	73,37	156,47	138,05	10,53	67,40	-75,08	303,02	24,90	90,45	74,34	30,77	162,64	135,53	92,50	97,87	71,23	8,059	-56,30	-22,41	57,75	61,37	109,46	333,58	24,68	1525,2	
2,408	1684237746	1260,0	139,42	167,24	137,75	144,63	109,16	162,35	78,63	25,90	116,85	121,19	60,81	156,48	150,60	158,25	91,13	150,04	31,43	38,36	109,50	113,97	174,53	107,84	104,43	25,71	72,75	155,66	137,85	10,33	67,60	-74,79	302,43	24,77	89,93	73,93	30,05	162,84	134,12	93,21	99,88	71,03	7,661	-57,79	-23,69	57,36	60,58	109,65	334,65	24,80	1525,2	
2,410	1684237746	1260,0	139,72	167,24	138,15	144,43	109,46	162,84	76,67	26,02	116,44	121,90	62,44	156,79	151,01	158,86	92,53	148,64	30,54	37,67	109,30	113,97	173,75	107,75	104,72	25,68	72,14	155,25	138,65	11,44	66,80	-75,48	302,92	24,90	91,06	75,26	29,85	164,06	134,32	93,81	98,97	71,23	7,064	-57,20	-22,71	58,93	59,90	108,48	334,85	24,78	1525,2	
2,412	1684237746	1260,0	140,34	167,65	138,76	145,03	108,57	162,05	79,23	25,86	116,75	120,58	60,81	156,68	148,88	157,45	91,93	148,54	29,64	38,06	109,90	114,56	173,45	106,77	104,43	25,67	72,75	157,90	137,95	11,14	67,10	-75,18	303,22	24,84	90,86	73,42	33,21	163,45	134,12	92,81	98,87	71,13	6,666	-56,60	-23,69	57,36	59,99	109,46	333,88	24,63	1525,2	
2,414	1684237746	1260,0	139,01	168,46	137,75	145,23	109,76	163,14	77,95	25,83	118,08	121,39	60,81	156,79	149,89	158,86	89,73	148,84	30,94	37,67	109,11	113,97	173,84	107,94	105,21	25,63	72,75	157,49	138,45	9,631	67,20	-74,59	302,83	24,70	91,17	74,34	31,78	163,35	134,82	92,81	98,57	72,03	7,462	-57,79	-23,79	57,95	61,37	109,26	333,97	24,65	1525,2	
2,416	1684237746	1260,0	140,24	168,26	137,55	144,63	108,77	162,15	77,65	25,86	116,13	119,96	62,03	156,18	150,10	156,84	90,53	148,44	30,94	38,46	109,30	114,76	174,82	107,65	104,82	25,78	72,75	157,49	137,44	10,53	68,00	-75,08	302,23	24,78	90,14	74,04	31,48	163,66	134,72	92,20	99,48	72,03	7,362	-56,80	-24,29	57,75	61,07	109,16	334,26	24,80	1525,2	
2,418	1684237746	1260,0	139,83	167,04	138,15	145,83	109,66	163,04	77,45	25,88	117,57	121,70	61,22	155,47	149,29	157,45	91,33	147,84	32,33	37,67	108,91	113,58	174,24	107,94	104,53	25,73	73,37	156,27	139,06	11,14	67,20	-76,67	302,43	24,73	91,37	74,34	29,54	163,86	135,43	92,81	99,68	71,03	7,263	-57,00	-24,68	57,75	60,39	109,55	334,26	24,68	1525,2	
2,420	1684237746	1260,0	139,83	167,35	137,95	144,22	109,36	162,74	77,26	25,92	116,54	122,31	61,93	155,37	149,69	157,65	92,33	149,74	31,63	36,68	109,90	112,60	174,24	107,75	105,11	25,75	73,37	156,98	137,85	12,34	67,80	-73,99	302,23	24,78	89,83	74,75	30,15	162,44	134,72	93,01	99,68	71,43	7,661	-58,38	-22,90	58,15	61,37	109,36	334,07	24,78	1525,2	
2,422	1684237746	1260,0	139,62	168,46	137,95	145,83	108,97	162,05	78,63	25,86	116,85	120,88	61,52	155,57	149,39	157,85	91,73	148,74	31,83	37,47	109,11	114,47	173,65	106,48	105,40	25,68	73,37	157,90	137,95	10,93	67,70	-74,69	302,92	24,82	90,65	75,26	30,77	163,86	134,52	92,20	97,87	71,63	7,163	-57,39	-22,71	57,56	59,70	108,48	333,88	24,76	1525,2	
2,424	1684237746	1260,0	139,42	167,24	137,45	144,63	108,77	162,55	77,26	25,91	117,37	120,58	60,81	155,97	150,50	158,05	91,73	149,44	29,94	36,38	109,30	113,58	175,02	108,33	105,60	25,68	72,75	155,25	138,45	10,53	67,40	-74,59	302,63	24,88	90,76	74,65	31,38	162,64	135,13	92,60	98,67	70,83	7,064	-56,80	-23,89	57,66	60,48	108,97	334,85	24,70	1525,2	
2,426	1684237746	1260,0	140,24	167,65	137,24	145,43	109,16	162,35	78,44	25,91	116,13	121,60	62,54	157,19	149,59	157,65	93,13	149,64	32,13	37,86	108,91	114,17	174,53	108,92	104,82	25,50	72,14	156,88	138,05	11,44	68,30	-75,18	302,73	24,80	89,93	74,24	29,54	163,05	135,23	91,70	97,67	71,03	6,467	-57,39	-23,20	58,54	60,39	108,29	334,26	24,60	1525,2	
2,428	1684237746	1260,0	139,01	168,26	138,56	145,43	108,57	162,84	78,24	25,85	116,24	121,70	60,81	156,68	149,49	157,45	91,13	150,54	30,34	37,86	109,30	113,78	174,43	106,77	105,79	25,75	73,47	157,19	138,45	9,029	68,10	-74,79	303,61	24,80	89,73	74,34	31,38	163,35	134,72	93,41	98,67	71,63	6,666	-57,39	-23,10	57,56	60,39	108,97	332,12	24,78	1525,2	
2,430	1684237746	1260,0	140,03	169,28	138,36	143,82	110,36	163,34	77,26	26,08	117,37	121,19	60,60	155,97	148,98	157,85	92,13	148,44	31,43	38,46	108,51	113,88	174,24	108,53	104,24	25,75	73,37	156,88	139,06	11,14	67,20	-73,80	303,42	24,93	90,76	73,32	30,46	163,25	134,32	92,81	98,17	71,23	8,158	-57,59	-23,30	57,56	60,58	109,65	333,68	24,84	1525,2	
2,432	1684237746	1260,0	139,21	166,84	138,56	145,23	108,77	162,35	77,06	25,86	116,24	121,19	60,81	157,19	149,59	156,84	91,33	149,14	31,83	37,37	108,91	113,68	174,04	107,36	104,04	25,67	72,75	156,68	138,45	9,932	67,60	-75,08	302,23	24,68	90,45	74,65	30,77	162,84	134,62	92,20	97,27	71,03	7,263	-57,20	-24,29	58,05	60,19	107,89	334,26	24,83	1525,2	
2,434	1684237746	1260,0	138,80	167,45	137,95	144,22	109,76	162,35	77,06	25,93	116,65	122,11	61,22	156,58	149,59	158,45	92,03	149,04	32,13	38,26	109,50	114,17	173,75	106,58	105,79	25,81	72,75	156,07	137,95	11,14	67,80	-75,38	302,92	24,85	90,76	74,34	29,95	163,35	134,62	93,01	98,97	71,63	7,561	-57,39	-23,20	57,36	59,41	108,87	332,90	24,84	1525,2	
2,436	1684237746	1260,0	140,03	168,46	137,75	144,73	109,66	161,36	77,26	25,95	117,57	122,01	61,93	156,18	150,30	157,85	92,53	150,04	31,43	37,86	108,32	114,96	173,75	107,36	105,79	25,65	72,75	157,29	137,85	10,53	67,20	-74,98	303,02	24,83	91,37	74,96	30,77	162,64	135,23	92,81	98,27	71,63	6,666	-58,19	-23,99	57,66	60,39	109,26	333,88	24,68	1525,2	
2,438	1684237746	1260,0	139,42	168,67	139,37	143,82	109,36	162,94	76,86	25,95	115,93	119,45	61,32	156,79	149,99	157,65	92,33	148,84	30,54	37,37	108,91	114,37	174,43	108,43	105,79	25,73	72,75	156,88	139,06	12,04	67,80	-74,49	302,83	24,85	90,86	72,60	31,17	163,45	134,52	92,40	98,47	71,23	6,467	-57,20	-24,29	58,15	60,39	109,26	332,61	24,75	1525,2	
2,440	1684237746	1260,0	140,13	168,06	138,25	143,32	109,56	162,25	77,26	25,95	117,26	121,50	62,03	155,77	149,29	157,85	91,83	149,04	30,94	38,46	107,82	113,38	174,24	109,01	106,38	25,52	72,75	157,59	138,65	9,932	67,00	-73,99	302,43	24,85	90,24	74,65	30,97	163,25	135,93	92,81	98,07	71,03	7,064	-57,39	-24,48	57,36	60,39	109,46	333,58	24,60	1525,2	
2,442	1684237746	1260,0	139,42	168,36	139,26	145,23	110,36	161,95	77,95	25,88	116,44	120,58	60,81	156,58	148,78	158,25	90,73	148,64	31,14	37,86	108,12	114,17	174,04	106,97	104,53	25,53	72,75	157,08	138,45	10,53	68,60	-73,20	302,83	24,87	91,06	74,04	31,38	162,44	135,02	92,60	98,87	71,43	7,263	-57,79	-24,68	57,56	60,97	109,65	333,29	24,61	1525,2	
2,444	1684237746	1260,0	139,83	168,26	137,75	145,83	109,16	162,35	77,55	25,88	116,65	120,47	60,81	157,19	150,40	156,64	91,83	149,44	31,43	36,87	108,71	112,60	174,82	107,94	104,43	25,76	72,75	157,29	138,55	9,631	67,80	-74,39	303,02	24,79	90,14	73,73	31,28	163,86	135,53	92,20	97,87	70,83	6,765	-57,39	-23,10	57,16	60,39	109,26	334,65	24,85	1525,2	
2,446	1684237746	1260,0	139,72	168,67	138,76	145,13	109,07	162,35	77,06	26,01	116,85	121,60	60,71	157,40	150,20	157,85	91,53	149,14	30,34	37,47	109,50	114,37	173,84	106,77	105,40	25,59	73,37	156,88	138,65	11,14	68,00	-74,79	302,83	24,93	90,55	74,04	29,95	164,47	135,53	93,01	99,28	72,03	7,462	-57,00	-23,20	57,75	60,58	109,36	332,51	24,68	1525,2	
2,448	1684237746	1260,0	139,83	167,65	137,55	145,93	107,87	162,55	77,65	25,88	115,72	121,70	61,32	156,58	148,58	157,75	92,33	148,24	31,63	38,46	109,11	113,97	175,31	107,65	104,24	25,60	73,37	156,68	137,95	10,93	67,40	-74,59	302,43	24,83	90,24	75,06	31,78	164,06	134,32	93,31	98,57	70,63	6,865	-57,59	-23,50	57,66	61,27	109,85	333,58	24,70	1525,2	
2,450	1684237746	1260,0	139,52	167,85	138,15	144,73	109,16	162,94	78,83	25,95	116,24	121,19	61,42	155,97	149,39	157,45	91,33	148,84	31,14	38,26	110,00	113,97	173,65	108,43	104,82	25,75	72,75	156,68	138,45	10,53	67,40	-75,38	303,02	24,90	90,04	74,44	30,56	162,74	135,02	92,60	98,67	72,03	7,064	-57,99	-22,31	57,66	60,19	108,29	333,10	24,78	1525,2	
2,452	1684237746	1260,0	140,13	168,67	138,15	144,53	109,26	162,74	77,85	25,82	117,57	121,70	62,44	156,79	150,10	157,75	90,93	148,44	29,94	38,46	110,00	113,78	174,82	108,53	104,82	25,73	72,75	156,88	138,45	10,93	67,40	-74,39	303,02	24,73	91,37	74,14	31,38	164,47	135,33	92,60	98,97	71,03	7,163	-56,80	-23,50	57,16	60,78	108,48	333,78	24,75	1525,2	
2,454	1684237746	1260,0	139,83	168,06	138,15	145,03	108,37	161,95	77,26	26,00	116,65	121,60	62,03	157,90	149,29	158,45	92,33	149,04	30,54	38,66	108,71	113,58	174,04	109,01	104,14	25,58	73,37	158,30	137,95	11,14	67,00	-74,29	301,94	24,84	90,76	74,85	30,36	164,06	134,62	92,40	99,68	70,43	7,661	-57,20	-24,09	58,34	60,39	108,68	333,58	24,73	1525,2	
2,456	1684237746	1260,0	139,01	168,06	137,75	145,13	108,77	162,05	77,26	25,93	116,24	120,27	61,22	156,18	149,69	158,05	91,73	150,24	30,14	37,67	108,32	112,99	174,04	107,55	103,85	25,58	72,75	156,88	137,95	9,932	67,80	-74,79	302,53	24,82	90,04	74,65	29,65	162,54	134,72	93,21	100,28	71,63	7,263	-57,20	-23,50	57,66	62,54	108,97	334,46	24,73	1525,2	
2,458	1684237746	1260,0	139,83	168,97	137,95	145,43	108,77	162,35	78,04	26,06	116,24	120,68	60,81	156,18	149,09	158,25	91,73	150,14	30,34	37,96	109,70	114,56	174,53	109,01	105,40	25,73	73,37	156,88	137,95	10,93	67,80	-74,98	302,23	24,98	90,04	73,63	30,36	164,67	134,72	92,60	97,97	72,13	7,064	-57,00	-23,00	57,46	61,56	109,65	332,71	24,90	1525,2	
2,460	1684237746	1260,0	139,83	167,35	138,15	145,03	108,37	162,45	77,65	25,86	116,65	122,01	61,42	156,58	149,79	158,05	92,03	148,84	30,94	37,86	109,11	113,88	174,53	107,36	105,60	25,81	73,47	157,59	138,55	10,93	66,60	-75,38	303,12	24,75	90,86	74,75	32,19	162,95	134,92	92,81	98,87	70,83	7,462	-57,00	-23,50	57,66	60,19	108,48	332,90	24,84	1525,2	
2,462	1684237746	1260,0	140,03	168,26	137,75	144,02	109,56	162,94	77,65	25,96	116,13	122,01	61,83	156,08	148,98	158,25	93,13	148,84	31,43	37,47	108,61	113,38	174,04	107,55	104,63	25,79	72,75	157,59	137,95	11,14	68,40	-73,99	302,73	24,87	90,55	75,36	30,77	163,55	135,23	93,61	98,27	72,03	6,666	-55,91	-25,17	57,95	61,07	108,87	333,10	24,75	1525,2	
2,464	1684237746	1260,0	139,83	166,63	137,55	144,63	109,16	161,95	78,04	25,91	116,65	120,98	62,64	155,26	149,39	157,65	91,93	148,84	31,43	37,86	108,71	113,38	174,73	107,94	105,40	25,75	72,75	156,27	138,55	10,93	66,90	-75,18	303,22	24,80	90,76	74,24	31,99	161,83	135,13	92,40	98,87	70,73	7,163	-57,79	-23,69	57,75	60,97	109,46	333,49	24,78	1525,2	
2,466	1684237746	1260,0	139,62	168,46	138,15	144,53	108,77	163,34	77,26	25,81	117,57	121,09	61,52	156,08	149,49	157,65	92,33	149,04	30,34	38,66	109,40	113,38	172,86	109,11	105,11	25,70	72,14	157,29	138,55	10,53	68,40	-75,38	302,43	24,73	90,65	73,73	31,38	163,45	135,33	92,40	97,87	71,63	6,865	-56,80	-22,90	57,75	60,29	108,68	333,49	24,73	1525,2	
2,468	1684237746	1260,0	139,21	166,84	137,95	145,63	109,16	162,05	77,65	25,93	117,06	122,11	62,03	155,97	149,39	157,65	91,73	149,14	30,24	37,47	109,30	114,17	174,53	107,16	104,24	25,73	72,85	156,68	137,85	9,932	67,80	-74,39	302,73	24,82	89,73	75,06	30,15	163,55	135,13	92,60	98,47	70,63	6,666	-57,00	-23,30	57,56	61,27	109,65	334,65	24,83	1525,2	
2,470	1684237746	1260,0	140,24	169,28	137,75	144,83	108,37	162,15	78,04	25,86	116,85	121,70	60,81	156,79	149,89	158,86	91,13	150,24	30,14	37,86	109,11	113,38	173,75	107,16	105,99	25,58	73,37	157,90	137,95	11,44	68,20	-74,39	301,64	24,83	90,65	73,93	31,17	163,35	134,82	93,61	97,67	71,43	6,865	-57,39	-22,80	57,56	61,17	109,55	333,10	24,60	1525,2	
2,472	1684237746	1260,0	139,62	168,46	138,66	145,63	108,37	161,85	77,55	25,93	116,65	121,70	61,93	156,79	149,89	158,86	91,13	148,24	30,34	37,47	109,30	114,37	174,04	108,23	105,40	25,73	72,75	157,19	139,06	11,54	67,80	-75,78	303,02	24,85	90,24	75,06	30,56	163,45	134,62	93,61	98,37	70,23	6,865	-56,80	-24,29	57,36	59,21	109,85	333,58	24,83	1525,2	
2,474	1684237746	1260,0	139,83	169,07	138,66	144,73	109,07	162,45	77,36	25,83	116,65	120,88	61,22	155,97	149,89	157,35	91,63	149,44	31,14	38,36	109,11	114,56	175,02	107,94	104,63	25,73	73,47	158,10	137,85	9,932	67,00	-76,17	303,42	24,70	90,14	73,73	31,38	163,66	134,82	92,50	98,77	71,63	6,666	-57,00	-23,89	58,25	61,07	107,89	333,97	24,83	1525,2	
